departure_airport_name,departure_airport_code,arrival_airport_name,arrival_airport_code,airline_name,airline_assured_name,departure_city_name,departure_city_code,arrival_city_name,arrival_city_code,stopover_count,stopover_city_name,stopover_city_code,stopover_airport_name,stopover_airport_code,stopover_country,departure_country_name,departure_country_code,arrival_country_name,arrival_country_code,distance
Aéroport de Charles De Gaulle,CDG,Aéroport International J Chavez,LIM,Air France,,Paris,PAR,Lima,LIM,0,,,,,,France,FR,Pérou,PE,10289
Aéroport de Charles De Gaulle,CDG,Aéroport de Lisboa,LIS,Air France,,Paris,PAR,Lisbonne,LIS,0,,,,,,France,FR,Portugal,PT,1471
Aéroport de Paris-Orly,ORY,Aéroport de Lisboa,LIS,Transavia France,,Paris,PAR,Lisbonne,LIS,0,,,,,,France,FR,Portugal,PT,1439
Aéroport de Charles De Gaulle,CDG,Aéroport de Brnik,LJU,Air France,HOP!,Paris,PAR,Ljubljana,LJU,0,,,,,,France,FR,Slovénie,SI,945
Aéroport de Charles De Gaulle,CDG,Aéroport de Lome,LFW,Air France,,Paris,PAR,Lomé,LFW,1,Niamey,NIM),Aéroport de Niamey,,Niger,France,FR,Togo,TG,4772
Aéroport de Charles De Gaulle,CDG,Aéroport de Lome,LFW,Air France,,Paris,PAR,Lomé,LFW,0,,,,,,France,FR,Togo,TG,4772
Aéroport de Charles De Gaulle,CDG,Aéroport d' Heathrow,LHR,Air France,,Paris,PAR,Londres,LON,0,,,,,,France,FR,Royaume-Uni,GB,348
Aéroport de Paris-Orly,ORY,Aéroport de Luton,LTN,Transavia France,,Paris,PAR,Londres,LON,0,,,,,,France,FR,Royaume-Uni,GB,401
Aéroport de Paris-Orly,ORY,Aéroport de Lann Bihoue,LRT,Air France,HOP!,Paris,PAR,Lorient,LRT,0,,,,,,France,FR,France,FR,443
Aéroport de Charles De Gaulle,CDG,Aéroport International Los Angeles,LAX,Air France,,Paris,PAR,"Los Angeles, CA",LAX,0,,,,,,France,FR,États-Unis d'Amérique,US,9112
Aéroport de Paris-Orly,ORY,Aéroport de Tarbes Ossun Lourdes,LDE,HOP!,Avanti Air,Paris,PAR,Lourdes / Tarbes,LDE,0,,,,,,France,FR,France,FR,644
Aéroport de Charles De Gaulle,CDG,Aéroport de 4 de Fevereiro,LAD,Air France,,Paris,PAR,Luanda,LAD,0,,,,,,France,FR,Angola,AO,6526
Aéroport de Charles De Gaulle,CDG,Aéroport de Lyon St-Exupéry,LYS,Air France,,Paris,PAR,Lyon,LYS,0,,,,,,France,FR,France,FR,412
Aéroport de Paris-Orly,ORY,Aéroport de Lyon St-Exupéry,LYS,Air France,,Paris,PAR,Lyon,LYS,0,,,,,,France,FR,France,FR,393
Aéroport de Paris-Orly,ORY,Aéroport de Lyon St-Exupéry,LYS,Air France,HOP!,Paris,PAR,Lyon,LYS,0,,,,,,France,FR,France,FR,393
Aéroport de Charles De Gaulle,CDG,Aéroport de Barajas,MAD,Air France,,Paris,PAR,Madrid,MAD,0,,,,,,France,FR,Espagne et Îles Canaries,ES,1065
Aéroport de Paris-Orly,ORY,Aéroport de Barajas,MAD,Transavia France,,Paris,PAR,Madrid,MAD,0,,,,,,France,FR,Espagne et Îles Canaries,ES,1032
Aéroport de Charles De Gaulle,CDG,Aéroport de Santa Isabel,SSG,Air France,,Paris,PAR,Malabo,SSG,1,Douala,DLA),Aéroport de Douala,,Cameroun,France,FR,Guinée équatoriale,GQ,5071
Aéroport de Paris-Orly,ORY,Aéroport de Malaga,AGP,Transavia France,,Paris,PAR,Málaga,AGP,0,,,,,,France,FR,Espagne et Îles Canaries,ES,1453
Aéroport de Paris-Orly,ORY,Aéroport de Luqa,MLA,Transavia France,,Paris,PAR,Malte,MLA,0,,,,,,France,FR,Malte,MT,1741
Aéroport de Charles De Gaulle,CDG,Aéroport International Manchester,MAN,Air France,,Paris,PAR,Manchester,MAN,0,,,,,,France,FR,Royaume-Uni,GB,589
Aéroport de Charles De Gaulle,CDG,Aéroport de Menara,RAK,Air France,,Paris,PAR,Marrakech,RAK,0,,,,,,France,FR,Maroc,MA,2131
Aéroport de Paris-Orly,ORY,Aéroport de Menara,RAK,Transavia France,,Paris,PAR,Marrakech,RAK,0,,,,,,France,FR,Maroc,MA,2097
Aéroport de Charles De Gaulle,CDG,Aéroport de Marseille,MRS,Air France,,Paris,PAR,Marseille,MRS,0,,,,,,France,FR,France,FR,653
Aéroport de Paris-Orly,ORY,Aéroport de Marseille,MRS,Air France,,Paris,PAR,Marseille,MRS,0,,,,,,France,FR,France,FR,629
Aéroport de Charles De Gaulle,CDG,Aéroport International Juarez,MEX,Air France,,Paris,PAR,Mexico,MEX,0,,,,,,France,FR,Mexique,MX,9209
Aéroport de Charles De Gaulle,CDG,Aéroport International Miami,MIA,Air France,,Paris,PAR,"Miami, FL",MIA,0,,,,,,France,FR,États-Unis d'Amérique,US,7379
Aéroport de Charles De Gaulle,CDG,Aéroport de Linate,LIN,Air France,,Paris,PAR,Milan,MIL,0,,,,,,France,FR,Italie,IT,644
Aéroport de Charles De Gaulle,CDG,Aéroport de Malpensa,MXP,Air France,,Paris,PAR,Milan,MIL,0,,,,,,France,FR,Italie,IT,599
Aéroport de Charles De Gaulle,CDG,Aéroport International St Paul,MSP,Air France,,Paris,PAR,"Minneapolis/St Paul, MN",MSP,0,,,,,,France,FR,États-Unis d'Amérique,US,6782
Aéroport de Paris-Orly,ORY,Aéroport International HabiBBourguiba,MIR,Transavia France,,Paris,PAR,Monastir,MIR,0,,,,,,France,FR,Tunisie,TN,1598
Aéroport de Charles De Gaulle,CDG,Aéroport de Carrasco,MVD,Air France,,Paris,PAR,Montevideo,MVD,1,Buenos Aires,EZE),Aéroport de Ministro Pistarini,,Argentine,France,FR,Uruguay,UY,10982
Aéroport de Charles De Gaulle,CDG,Aéroport de Mediterranee,MPL,Air France,,Paris,PAR,Montpellier,MPL,0,,,,,,France,FR,France,FR,613
Aéroport de Paris-Orly,ORY,Aéroport de Mediterranee,MPL,Air France,,Paris,PAR,Montpellier,MPL,0,,,,,,France,FR,France,FR,586
Aéroport de Paris-Orly,ORY,Aéroport de Mediterranee,MPL,Air France,HOP!,Paris,PAR,Montpellier,MPL,0,,,,,,France,FR,France,FR,586
Aéroport de Charles De Gaulle,CDG,Aéroport International Pierre Elliott Trudeau,YUL,Air France,,Paris,PAR,Montréal,YMQ,0,,,,,,France,FR,Canada,CA,5530
Aéroport de Charles De Gaulle,CDG,Aéroport de Sheremetyevo,SVO,Air France,,Paris,PAR,Moscou,MOW,0,,,,,,France,FR,Russie,RU,2457
Aéroport de Paris-Orly,ORY,EuroAirport Francais,MLH,Air France,HOP!,Paris,PAR,Mulhouse/Bâle,MLH,0,,,,,,France,FR,France,FR,404
Aéroport de Charles De Gaulle,CDG,Aéroport de Mumbai,BOM,Air France,,Paris,PAR,Mumbai,BOM,0,,,,,,France,FR,Inde,IN,7001
Aéroport de Charles De Gaulle,CDG,Munich International,MUC,Air France,,Paris,PAR,Munich,MUC,0,,,,,,France,FR,Allemagne,DE,682
Aéroport de Paris-Orly,ORY,Munich International,MUC,Transavia France,,Paris,PAR,Munich,MUC,0,,,,,,France,FR,Allemagne,DE,695
Aéroport de Paris-Orly,ORY,Aéroport de Mikonos,JMK,Transavia France,,Paris,PAR,Mykonos,JMK,0,,,,,,France,FR,Grèce,GR,2239
Aéroport de Charles De Gaulle,CDG,Aéroport de Nantes Atlantique,NTE,Air France,,Paris,PAR,Nantes,NTE,0,,,,,,France,FR,France,FR,372
Aéroport de Paris-Orly,ORY,Aéroport de Nantes Atlantique,NTE,Air France,HOP!,Paris,PAR,Nantes,NTE,0,,,,,,France,FR,France,FR,343
Aéroport de Charles De Gaulle,CDG,Aéroport de Naples,NAP,Air France,,Paris,PAR,Naples,NAP,0,,,,,,France,FR,Italie,IT,1291
Aéroport de Paris-Orly,ORY,Aéroport de Naples,NAP,Transavia France,,Paris,PAR,Naples,NAP,0,,,,,,France,FR,Italie,IT,1283
Aéroport de Charles De Gaulle,CDG,Aéroport de Ndjamena,NDJ,Air France,,Paris,PAR,N'Djamena,NDJ,0,,,,,,France,FR,Tchad,TD,4263
Aéroport de Charles De Gaulle,CDG,Aéroport International John F. Kennedy,JFK,Air France,,Paris,PAR,"New York, NY",NYC,0,,,,,,France,FR,États-Unis d'Amérique,US,5840
Aéroport de Paris-Orly,ORY,Aéroport International John F. Kennedy,JFK,Air France,,Paris,PAR,"New York, NY",NYC,0,,,,,,France,FR,États-Unis d'Amérique,US,5839
Aéroport de Charles De Gaulle,CDG,Aéroport de Newcastle,NCL,Air France,Cityjet,Paris,PAR,Newcastle,NCL,0,,,,,,France,FR,Royaume-Uni,GB,731
Aéroport de Charles De Gaulle,CDG,Aéroport de Niamey,NIM,Air France,,Paris,PAR,Niamey,NIM,0,,,,,,France,FR,Niger,NE,3954
Aéroport de Charles De Gaulle,CDG,Aéroport de Cote D'Azur,NCE,Air France,,Paris,PAR,Nice,NCE,0,,,,,,France,FR,France,FR,695
Aéroport de Paris-Orly,ORY,Aéroport de Cote D'Azur,NCE,Air France,,Paris,PAR,Nice,NCE,0,,,,,,France,FR,France,FR,676
Aéroport de Charles De Gaulle,CDG,Aéroport de Nouakchott,NKC,Air France,,Paris,PAR,Nouakchott,NKC,0,,,,,,France,FR,Mauritanie,MR,3801
Aéroport de Charles De Gaulle,CDG,Aéroport de Nuremberg,NUE,Air France,HOP!,Paris,PAR,Nuremberg,NUE,0,,,,,,France,FR,Allemagne,DE,621
Aéroport de Charles De Gaulle,CDG,Aéroport d' Es Senia,ORN,Air France,,Paris,PAR,Oran,ORN,0,,,,,,France,FR,Algérie,DZ,1511
Aéroport de Charles De Gaulle,CDG,Aéroport International Kansai,KIX,Air France,,Paris,PAR,Osaka,OSA,0,,,,,,France,FR,Japon,JP,9637
Aéroport de Charles De Gaulle,CDG,Aéroport d' Oslo,OSL,Air France,HOP!,Paris,PAR,Oslo,OSL,0,,,,,,France,FR,Norvège,NO,1358
Aéroport de Charles De Gaulle,CDG,Aéroport d' Ouagadougou,OUA,Air France,,Paris,PAR,Ouagadougou,OUA,0,,,,,,France,FR,Burkina Faso,BF,4097
Aéroport de Paris-Orly,ORY,Aéroport de Les Angades,OUD,Transavia France,,Paris,PAR,Oujda,OUD,0,,,,,,France,FR,Maroc,MA,1592
Aéroport de Paris-Orly,ORY,Aéroport d' Ovda,VDA,Transavia France,,Paris,PAR,Ovda,VDA,0,,,,,,France,FR,Israël,IL,3457
Aéroport de Paris-Orly,ORY,Aéroport de Punta Raisi,PMO,Transavia France,,Paris,PAR,Palerme,PMO,0,,,,,,France,FR,Italie,IT,1456
Aéroport de Charles De Gaulle,CDG,Aéroport de Palma Mallorca,PMI,Air France,,Paris,PAR,Palma de Majorque,PMI,0,,,,,,France,FR,Espagne et Îles Canaries,ES,1053
Aéroport de Paris-Orly,ORY,Aéroport de Palma Mallorca,PMI,Transavia France,,Paris,PAR,Palma de Majorque,PMI,0,,,,,,France,FR,Espagne et Îles Canaries,ES,1022
Aéroport de Charles De Gaulle,CDG,Aéroport International Tocumen,PTY,Air France,,Paris,PAR,Panama,PTY,0,,,,,,France,FR,Panama,PA,8670
Aéroport de Charles De Gaulle,CDG,Aéroport de Faaa,PPT,Air France,,Paris,PAR,Papeete,PPT,1,Los Angeles,LAX),Aéroport International Los Angeles,,"CA, États-Unis d'Amérique",France,FR,Polynésie française,PF,15731
Aéroport de Charles De Gaulle,CDG,Aéroport d' Uzein,PUF,Air France,HOP!,Paris,PAR,Pau,PUF,0,,,,,,France,FR,France,FR,666
Aéroport de Charles De Gaulle,CDG,Aéroport d' Uzein,PUF,Air France,WDL Aviation,Paris,PAR,Pau,PUF,0,,,,,,France,FR,France,FR,666
Aéroport de Paris-Orly,ORY,Aéroport d' Uzein,PUF,Air France,,Paris,PAR,Pau,PUF,0,,,,,,France,FR,France,FR,632
Aéroport de Paris-Orly,ORY,Aéroport d' Uzein,PUF,Air France,HOP!,Paris,PAR,Pau,PUF,0,,,,,,France,FR,France,FR,632
Aéroport de Paris-Orly,ORY,Aéroport de Llabanere,PGF,Air France,HOP!,Paris,PAR,Perpignan,PGF,0,,,,,,France,FR,France,FR,668
Aéroport de Paris-Orly,ORY,Aéroport de Llabanere,PGF,Air France,,Paris,PAR,Perpignan,PGF,0,,,,,,France,FR,France,FR,668
Aéroport de Paris-Orly,ORY,Aéroport de Le Raizet,PTP,Air France,,Paris,PAR,Pointe-à-Pitre,PTP,0,,,,,,France,FR,Guadeloupe,GP,6758
Aéroport de Charles De Gaulle,CDG,Aéroport de Pointe Noire,PNR,Air France,,Paris,PAR,Pointe-Noire,PNR,0,,,,,,France,FR,Congo,CG,6059
Aéroport de Charles De Gaulle,CDG,Aéroport de Port Harcourt,PHC,Air France,,Paris,PAR,Port Harcourt,PHC,1,Lagos,LOS),Aéroport de Murtala Muhammed,,Nigéria,France,FR,Nigéria,NG,4915
Aéroport de Charles De Gaulle,CDG,Aéroport de Port Harcourt,PHC,Air France,,Paris,PAR,Port Harcourt,PHC,1,Abuja,ABV),Aéroport International Abuja,,Nigéria,France,FR,Nigéria,NG,4915
Aéroport de Charles De Gaulle,CDG,Aéroport de Porto,OPO,Air France,,Paris,PAR,Porto,OPO,0,,,,,,France,FR,Portugal,PT,1233
Aéroport de Paris-Orly,ORY,Aéroport de Porto,OPO,Transavia France,,Paris,PAR,Porto,OPO,0,,,,,,France,FR,Portugal,PT,1202
Aéroport de Charles De Gaulle,CDG,Aéroport de Prague-Ruzyne,PRG,Air France,,Paris,PAR,Prague,PRG,0,,,,,,France,FR,République tchèque,CZ,853
Aéroport de Paris-Orly,ORY,Aéroport de Prague-Ruzyne,PRG,Transavia France,,Paris,PAR,Prague,PRG,0,,,,,,France,FR,République tchèque,CZ,874
Aéroport de Charles De Gaulle,CDG,Aéroport de Punta Cana,PUJ,Air France,,Paris,PAR,Punta Cana,PUJ,0,,,,,,France,FR,République dominicaine,DO,7088
Aéroport de Paris-Orly,ORY,Aéroport de Pluguffan,UIP,Air France,HOP!,Paris,PAR,Quimper,UIP,0,,,,,,France,FR,France,FR,489
Aéroport de Charles De Gaulle,CDG,Aéroport de Sale,RBA,Air France,,Paris,PAR,Rabat,RBA,0,,,,,,France,FR,Maroc,MA,1833
Aéroport de Charles De Gaulle,CDG,Aéroport de St Jacques,RNS,Air France,HOP!,Paris,PAR,Rennes,RNS,0,,,,,,France,FR,France,FR,332
Aéroport de Paris-Orly,ORY,Aéroport International Keflavik,KEF,Transavia France,,Paris,PAR,Reykjavik,REK,0,,,,,,France,FR,Islande,IS,2263
Aéroport de Charles De Gaulle,CDG,Aéroport d' Internacional,GIG,Air France,,Paris,PAR,Rio de Janeiro,RIO,0,,,,,,France,FR,Brésil,BR,9194
Aéroport de Charles De Gaulle,CDG,Aéroport International King Khaled,RUH,Air France,,Paris,PAR,Riyad,RUH,0,,,,,,France,FR,Arabie saoudite,SA,4656
Aéroport de Charles De Gaulle,CDG,Aéroport de Fiumicino,FCO,Air France,,Paris,PAR,Rome,ROM,0,,,,,,France,FR,Italie,IT,1102
Aéroport de Charles De Gaulle,CDG,Aéroport de Las Americas,SDQ,Air France,,Paris,PAR,Saint Domingue,SDQ,0,,,,,,France,FR,République dominicaine,DO,7192
Aéroport de Charles De Gaulle,CDG,Aéroport de Las Americas,SDQ,Air France,,Paris,PAR,Saint Domingue,SDQ,1,Punta Cana,PUJ),Aéroport de Punta Cana,,République dominicaine,France,FR,République dominicaine,DO,7192
Aéroport de Charles De Gaulle,CDG,Aéroport de Princ. Juliana,SXM,Air France,,Paris,PAR,Saint-Martin,SXM,0,,,,,,France,FR,St Maarten,SX,6746
Aéroport de Charles De Gaulle,CDG,Aéroport International San Francisco,SFO,Air France,,Paris,PAR,"San Francisco, CA",SFO,0,,,,,,France,FR,États-Unis d'Amérique,US,8972
Aéroport de Charles De Gaulle,CDG,Aéroport International Juan Santamaria,SJO,Air France,,Paris,PAR,San José,SJO,0,,,,,,France,FR,Costa Rica,CR,8945
Aéroport de Charles De Gaulle,CDG,Aéroport d' Arturo Merino Benitez,SCL,Air France,,Paris,PAR,Santiago,SCL,0,,,,,,France,FR,Chili,CL,11685
Aéroport de Charles De Gaulle,CDG,Aéroport International Guarulhos,GRU,Air France,,Paris,PAR,Sao Paulo,SAO,0,,,,,,France,FR,Brésil,BR,9415
Aéroport de Charles De Gaulle,CDG,Aéroport International Incheon,ICN,Air France,,Paris,PAR,Séoul,SEL,0,,,,,,France,FR,République de Corée,KR,8937
Aéroport de Paris-Orly,ORY,Aéroport de Sevilla,SVQ,Transavia France,,Paris,PAR,Séville,SVQ,0,,,,,,France,FR,Espagne et Îles Canaries,ES,1424
Aéroport de Charles De Gaulle,CDG,Aéroport de PuDong,PVG,Air France,,Paris,PAR,Shanghai,SHA,0,,,,,,France,FR,Chine,CN,9275
Aéroport de Charles De Gaulle,CDG,Aéroport de Changi,SIN,Air France,,Paris,PAR,Singapour,SIN,0,,,,,,France,FR,Singapour,SG,10736
Aéroport de Charles De Gaulle,CDG,Aéroport de Vrazhdebna,SOF,Air France,,Paris,PAR,Sofia,SOF,0,,,,,,France,FR,Bulgarie,BG,1756
Aéroport de Paris-Orly,ORY,Aéroport de Split,SPU,Transavia France,,Paris,PAR,Split,SPU,0,,,,,,France,FR,Croatie,HR,1218
Aéroport de Paris-Orly,ORY,Aéroport de Gillot,RUN,Air France,,Paris,PAR,St Denis de la Réunion,RUN,0,,,,,,France,FR,Île de la Réunion,RE,9370
Aéroport de Charles De Gaulle,CDG,Aéroport de Pulkovo,LED,Air France,,Paris,PAR,St Pétersbourg,LED,0,,,,,,France,FR,Russie,RU,2136
Aéroport de Charles De Gaulle,CDG,Aéroport d' Arlanda,ARN,Air France,,Paris,PAR,Stockholm,STO,0,,,,,,France,FR,Suède,SE,1542
Aéroport de Charles De Gaulle,CDG,Aéroport d' Echterdingen,STR,Air France,HOP!,Paris,PAR,Stuttgart,STR,0,,,,,,France,FR,Allemagne,DE,489
Aéroport de Paris-Orly,ORY,Aéroport de Boukhalef,TNG,Transavia France,,Paris,PAR,Tanger,TNG,0,,,,,,France,FR,Maroc,MA,1598
Aéroport de Charles De Gaulle,CDG,Aéroport International Imam Khomeini,IKA,Air France,,Paris,PAR,Téhéran,THR,0,,,,,,France,FR,Iran,IR,4200
Aéroport de Charles De Gaulle,CDG,Aéroport International Ben Gurion,TLV,Air France,,Paris,PAR,Tel-Aviv,TLV,0,,,,,,France,FR,Israël,IL,3288
Aéroport de Paris-Orly,ORY,Aéroport International Ben Gurion,TLV,Transavia France,,Paris,PAR,Tel-Aviv,TLV,0,,,,,,France,FR,Israël,IL,3288
Aéroport de Paris-Orly,ORY,Aéroport de Makedonia,SKG,Transavia France,,Paris,PAR,Thessalonique,SKG,0,,,,,,France,FR,Grèce,GR,1862
Aéroport de Paris-Orly,ORY,Aéroport de Thira,JTR,Transavia France,,Paris,PAR,Thira,JTR,0,,,,,,France,FR,Grèce,GR,2326
Aéroport de Paris-Orly,ORY,Aéroport de Rinas,TIA,Transavia France,,Paris,PAR,Tirana,TIA,0,,,,,,France,FR,Albanie,AL,1584
Aéroport de Paris-Orly,ORY,Aéroport de Tivat,TIV,Transavia France,,Paris,PAR,Tivat,TIV,0,,,,,,France,FR,Monténégro,ME,1453
Aéroport de Charles De Gaulle,CDG,Aéroport d' Haneda,HND,Air France,,Paris,PAR,Tokyo,TYO,0,,,,,,France,FR,Japon,JP,9717
Aéroport de Charles De Gaulle,CDG,Aéroport de Narita,NRT,Air France,,Paris,PAR,Tokyo,TYO,0,,,,,,France,FR,Japon,JP,9720
Aéroport de Charles De Gaulle,CDG,Aéroport International Pearson,YYZ,Air France,,Paris,PAR,Toronto,YTO,0,,,,,,France,FR,Canada,CA,6025
Aéroport de Paris-Orly,ORY,Aéroport d' Hyeres,TLN,Air France,HOP!,Paris,PAR,Toulon,TLN,0,,,,,,France,FR,France,FR,692
Aéroport de Paris-Orly,ORY,Aéroport d' Hyeres,TLN,Air France,,Paris,PAR,Toulon,TLN,0,,,,,,France,FR,France,FR,692
Aéroport de Charles De Gaulle,CDG,Aéroport de Blagnac,TLS,Air France,,Paris,PAR,Toulouse,TLS,0,,,,,,France,FR,France,FR,605
Aéroport de Paris-Orly,ORY,Aéroport de Blagnac,TLS,Air France,,Paris,PAR,Toulouse,TLS,0,,,,,,France,FR,France,FR,571
Aéroport de Charles De Gaulle,CDG,Aéroport de Carthage,TUN,Air France,,Paris,PAR,Tunis,TUN,0,,,,,,France,FR,Tunisie,TN,1489
Aéroport de Paris-Orly,ORY,Aéroport de Carthage,TUN,Transavia France,,Paris,PAR,Tunis,TUN,0,,,,,,France,FR,Tunisie,TN,1468
Aéroport de Charles De Gaulle,CDG,Aéroport de Citta Di Torino,TRN,Air France,Cityjet,Paris,PAR,Turin,TRN,0,,,,,,France,FR,Italie,IT,573
Aéroport de Charles De Gaulle,CDG,Aéroport de Citta Di Torino,TRN,Air France,HOP!,Paris,PAR,Turin,TRN,0,,,,,,France,FR,Italie,IT,573
Aéroport de Paris-Orly,ORY,Aéroport de Valencia,VLC,Transavia France,,Paris,PAR,Valence,VLC,0,,,,,,France,FR,Espagne et Îles Canaries,ES,1053
Aéroport de Charles De Gaulle,CDG,Aéroport International Vancouver,YVR,Air France,,Paris,PAR,Vancouver,YVR,0,,,,,,France,FR,Canada,CA,7934
Aéroport de Charles De Gaulle,CDG,Aéroport de Frederic Chopin,WAW,Air France,,Paris,PAR,Varsovie,WAW,0,,,,,,France,FR,Pologne,PL,1344
Aéroport de Charles De Gaulle,CDG,Aéroport de Marco Polo,VCE,Air France,,Paris,PAR,Venise,VCE,0,,,,,,France,FR,Italie,IT,837
Aéroport de Paris-Orly,ORY,Aéroport de Marco Polo,VCE,Transavia France,,Paris,PAR,Venise,VCE,0,,,,,,France,FR,Italie,IT,837
Aéroport de Paris-Orly,ORY,Aéroport de Verona,VRN,Transavia France,,Paris,PAR,Vérone,VRN,0,,,,,,France,FR,Italie,IT,745
Aéroport de Charles De Gaulle,CDG,Aéroport International Vienna,VIE,Air France,,Paris,PAR,Vienne,VIE,0,,,,,,France,FR,Autriche,AT,1036
Aéroport de Paris-Orly,ORY,Aéroport International Vienna,VIE,Transavia France,,Paris,PAR,Vienne,VIE,0,,,,,,France,FR,Autriche,AT,1051
Aéroport de Charles De Gaulle,CDG,Aéroport International Dulles,IAD,Air France,,Paris,PAR,"Washington, DC",WAS,0,,,,,,France,FR,États-Unis d'Amérique,US,6204
Aéroport de Charles De Gaulle,CDG,Aéroport de Wuhan,WUH,Air France,,Paris,PAR,Wuhan,WUH,0,,,,,,France,FR,Chine,CN,8876
Aéroport de Charles De Gaulle,CDG,Aéroport de Nsimalen,NSI,Air France,,Paris,PAR,Yaoundé,YAO,1,Bangui,BGF),Aéroport de Bangui,,République centrafricaine,France,FR,Cameroun,CM,5114
Aéroport de Charles De Gaulle,CDG,Aéroport de Nsimalen,NSI,Air France,,Paris,PAR,Yaoundé,YAO,0,,,,,,France,FR,Cameroun,CM,5114
Aéroport de Paris-Orly,ORY,Aéroport de Zadar,ZAD,Transavia France,,Paris,PAR,Zadar,ZAD,0,,,,,,France,FR,Croatie,HR,1120
Aéroport de Charles De Gaulle,CDG,Aéroport de Pleso,ZAG,Air France,,Paris,PAR,Zagreb,ZAG,0,,,,,,France,FR,Croatie,HR,1080
Aéroport de Charles De Gaulle,CDG,Aéroport de Pleso,ZAG,Air France,HOP!,Paris,PAR,Zagreb,ZAG,0,,,,,,France,FR,Croatie,HR,1080
Aéroport de Charles De Gaulle,CDG,Aéroport de Zurich,ZRH,Air France,,Paris,PAR,Zurich,ZRH,0,,,,,,France,FR,Suisse,CH,476
